bibid,description,score,score_cat
(OCoLC)857921268,"Career criminal Ralph Cotter is a lowlife maniac who doesn't care about anything except his next 'kill.' After violently busting out from prison and murdering his partner, the cold-blooded mobster satisfies a pent-up lust for violence in an unstoppable and vicious crime spree. Dirty cops, Inspector Charles Webber, and Lieutenant John Reese try to strong-arm the fascinating creep, but he turns the table on them and blackmails them with the help of a crooked lawyer, Keith 'Cherokee' Mandon.",0.6707472,.5-.7499
(OCoLC)1047637421,"How to Murder Your Three Wealthy Lovers and Get Away with It is an extraordinary and off-the-wall true story of Minnie Wallace Walkup Ketcham, who left a trail of broken hearts, empty wallets, and corpses.",0.67014,.5-.7499
(CKB)2550000000070981,"""""It's the economy, stupid,"""" as Democratic strategist James Carville would say.  After many years of study, Ray C. Fair has found that the state of the economy has a dominant influence on national elections.  Just in time for the 2012 presidential election, this new edition of his classic text, Predicting Presidential Elections and Other Things, provides us with a look into the likely future of our nation's political landscape-but Fair doesn't stop there.Fair puts other national issues under the microscope as well-including congressional elections, Federal Reserve behavior",0.6700645,.5-.7499
(OCoLC)ocn873237911,"""Set in the Virginia pines, and overrun with failed parents, racist sex offenders, cast-off priests, and suicidal chickens, this novel challenges literary convention even as it attacks our national myth: that the rural naturally engenders good, while the urban breeds an inevitable sin""--Dust jacket flap.",0.6694401,.5-.7499
(VaAlASP)3152977,"Letter from Morris Kight to the Gay Caucus, CDC regarding the genocide of lesbian and gay people in Nazi Germany during World War II.",0.66888446,.5-.7499
(OCoLC)ocn466286562,"In this sitcom from the '70s Bob Newhart stars as Dr. Robert Hartley, a successful Chicago psychologist specializing in group therapy sessions. Bob's patience is often tested by his patients--including a paranoid grouch with a persecution complex, a hen-pecked husband, and an emotional eater--all trying to ""find themselves."" Even at home with his wife Emily, Bob is surrounded by an assortment of nutty and neurotic neighbors.",0.6688422,.5-.7499
(OCoLC)ocm36383719,"Comedy set in London about Sammy, a sex-starved immigrant, and Rosie, his unfaithful wife; they will inherit a fortune from Sammy's rich father Rafi if the couple can come up with the grandchild Rafi wants.",0.66862243,.5-.7499
(OCoLC)ocn877913885,"""A ... memoir from the first Latino and openly gay inaugural poet, which explores his coming-of-age as the child of Cuban immigrants and his attempts to understand his place in America while grappling with his burgeoning artistic and sexual identities""--Amazon.com.",0.6677102,.5-.7499
(VaAlASP)3236927,This issue of Outrage contains an article on three real-life gay spies and a story on gay British playwright Joe Orton.,0.6670877,.5-.7499
(OCoLC)ocn148122107,"""In the 17th-century village an old woman is burned as a witch and curses the pastor who judged her. He dies and his mother accuses her daughter-in-law, in love with another man, of using witchcraft to kill him.""--Halliwell's Film and Video Guide, 5th ed.",0.66560125,.5-.7499
(OCoLC)1040083900,"""How to Be Less Stupid About Race is your essential guide to breaking through the half-truths and ridiculous misconceptions that have thoroughly corrupted the way race is represented in the classroom, pop culture, media, and politics. Centuries after our nation was founded on genocide, settler colonialism, and slavery, many Americans are kinda-sorta-maybe waking up to the reality that our racial politics are (still) garbage. But in the midst of this reckoning, widespread denial and misunderstandings about race persist, even as white supremacy and racial injustice are more visible than ever before. Combining no-holds-barred social critique, humorous personal anecdotes, and analysis of the latest interdisciplinary scholarship on systemic racism, sociologist Crystal M. Fleming provides a fresh, accessible, and irreverent take on everything that's wrong with our ""national conversation about race."" Drawing upon critical race theory, as well as her own experiences as a queer black millennial college professor and researcher, Fleming unveils how systemic racism exposes us all to racial ignorance--and provides a road map for transforming our knowledge into concrete social change. Searing, sobering, and urgently needed, How to Be Less Stupid About Race is a truth bomb and call to action for everyone who wants to challenge white supremacy and intersectional oppression. If you like Issa Rae, Justin Simien, Angela Davis, and Morgan Jerkins, then this deeply relevant, bold, and incisive book is for you.""--",0.66543067,.5-.7499
(OCoLC)ocm38550262,"A Texas cowboy falls in love with a Mexican prostitute, only to discover he has a rival, her pimp. The pimp refuses to let her go because he will lose money and the stage is set for a violent confrontation.",0.66362053,.5-.7499
(VaAlASP)3367923,"The young Dick lives in a poor American mining town in the southeastern part of the United States. By chance he comes into possession of a gun.  When he experiences the weapon's power and possibilities, while he is a pacifist, he takes the initiative to form a club: ""The Dandies"". A brotherhood of arms, peace-loving peers and outsiders. They each have their personal, named pistol and in a number of rituals and secret rules they find renewed strength and community in a corner of an abandoned mine shaft. Only in the club can one display and use their guns.  But rules are made to be broken.",0.66220754,.5-.7499
(CKB)2550000001233653,"THE KING'S CAR ""Motor to Biarritz? You must be mad,"" said Dick Waring. ""Why?"" I asked; though I knew why as well as he. ""A nice way to receive an invitation."" ""If you must know, it's because the King of Spain will be there, visiting his English fiancee,"" Dick answered. ""I wish him happiness,"" said I. ""I hear he's a fine young fellow. Why isn't there room in Biarritz for the King and for me?"" ""The detectives won't think there is, nor will they give you credit for your generous sentiments,"" said Dick. ""They won't know I'm there."" ""They knew when you went to Barcelona, from Marseilles.""",0.6619622,.5-.7499
(OCoLC)1048838838,Professor Dick Howard provides expert analysis about the Chief Justice Warren Burger's retirement and the future of the Supreme Court.,0.660496,.5-.7499
(OCoLC)ocm43467818,"Harriet Beecher Stowe's influential 19th century story of the pre-Civil war South. Peace-loving slave Tom is forced to submit to his sadistic master, the evil Simon Legree. Helpless slaves -- raped, tortured and humiliated -- are eventually driven to rebel against their wicked oppressors.",0.65990585,.5-.7499
(OCoLC)ocm43317172,"Harriet Beecher Stowe's influential 19th century story of the pre-Civil war South. Peace-loving slave Tom is forced to submit to his sadistic master, the evil Simon Legree. Helpless slaves -- raped, tortured and humiliated -- are eventually driven to rebel against their wicked oppressors.",0.65990585,.5-.7499
(VaAlASP)3262490,"A black and white portrait of Sir Philip Magnus, President of the Jewish Deaf and Dumb Home, as published in The Graphic, Nov. 16, 1889.",0.65988797,.5-.7499
(CKB)3710000000648950,"The Oren were one and their strength was legion. They had it all figured out, in their own parasitical, cold-blooded way. But they'd neglected one she-cat of a girl....",0.65832573,.5-.7499
(OCoLC)ocm52807831,"After his girlfriend ditches him for a boorish ski jock, Lane decides that suicide is the only answer. However, his increasingly inept attempts only bring him more agony and embarrassment.",0.6572081,.5-.7499
(OCoLC)1084551757,"Using biting humor, comedian Dick Gregory acknowledges recent progress in modern politics while addressing continuing challenges.",0.65714365,.5-.7499
(OCoLC)ocm49554779,"An American naval officer falls in love with a Japanese geisha girl known as Butterfly and marries her, with no intention of ever taking her home to America.",0.65681833,.5-.7499
(OCoLC)ocm51302332,"This is the definitive film biography of Bayard Rustin, one of the most conrtroversial figures of the Civil Rights Movement. Intelligent, gregarious and charismatic, Rustin was denied his place in the limelight for one reason - he was gay.",0.65668094,.5-.7499
(OCoLC)ocm28452776,A demented actor and his daughter set about murdering each of London's nine prominent drama critics according to murders in Shakespeare's plays.,0.654931,.5-.7499
(OCoLC)ocm48760066,A demented actor and his daughter set about murdering each of London's nine prominent drama critics according to murders in Shakespeare's plays.,0.654931,.5-.7499
(OCoLC)ocn142891642,"In New Hampshire in 1777, Dick Dudgeon's father dies. Called back home to the unhappy family he revolted against years ago, Dick finds he's been named heir, much to the horror of his religious mother. To complicate matters, the British have arrived.",0.6543336,.5-.7499
(OCoLC)ocn564132802,"Game warden Elsie Buttrick has just given birth to Dick's illegitimate daughter, Rose, and over the next 16 years the fiercely independent Elsie grapples with motherhood, aging, and love, and throws herself into a crusade to stop her land-grabbing brother-in-law from expanding his seaside resort. Meanwhile, Dick's wife, May, reconciles a public humiliation with an intense love for Rose. As Elsie's lust flares, May sinks deeper into her devotion to her children and Rose.",0.65424556,.5-.7499
(OCoLC)ocm60653271,The Black King:  A conman takes advantage of his followers by claiming to be the 'King of the United States of Africa' and leading a 'Back to Africa' movement.,0.65409625,.5-.7499
(OCoLC)ocm05147388,"Discusses the possible causes and aftermath of the sexual misuse of children resulting from incidents involving incest, rape, prostitution, and other activities.",0.6537003,.5-.7499
